,price,bedrooms,bathrooms,view,sqft_living,sqft_land_area,floors,condition,grade,sqft_above,sqft_basement,year_built,sqft_avg_neighbor_living,sqft_avg_neighbor_land_area,latitude,longitude,clusters
101,555000.0,3,2.0,0,1980,3478,1.5,4,7,1440,540,1929,1610,3478,47.6775,-122.372,2
102,699950.0,3,2.25,0,2190,107593,2.0,4,8,2190,0,1983,2570,47777,47.7731,-122.08,1
103,1088000.0,3,2.5,0,2920,8113,2.0,3,8,2920,0,1950,2370,8113,47.5814,-122.196,1
104,290000.0,3,1.0,0,1210,33919,1.0,3,7,1210,0,1954,1640,14910,47.4375,-122.184,0
105,375000.0,3,2.5,0,2340,10005,1.0,4,8,1460,880,1978,2250,8162,47.4431,-122.133,2
106,460000.0,3,1.0,0,1670,4005,1.5,4,7,1170,500,1939,1240,4005,47.6878,-122.38,0
107,188500.0,2,1.75,0,1240,2493,1.0,4,8,1240,0,1985,1270,4966,47.3813,-122.322,0
108,680000.0,4,2.5,0,3140,28037,2.0,4,10,3140,0,1991,2990,35001,47.7304,-122.082,3
109,470000.0,5,1.75,0,2030,12342,2.0,4,7,2030,0,1942,2500,9433,47.6417,-122.109,1
110,597750.0,4,2.5,0,2310,9624,2.0,3,8,2310,0,1984,1940,9636,47.5386,-122.053,1
111,570000.0,3,1.75,0,1260,3328,1.0,5,6,700,560,1905,1380,3536,47.6823,-122.349,0
112,272500.0,3,1.75,0,1540,12600,1.0,4,7,1160,380,1980,1540,11656,47.3624,-122.031,0
113,329950.0,3,1.75,2,2080,5969,1.0,3,7,1080,1000,1971,2090,5500,47.5474,-122.295,2
114,480000.0,4,2.5,3,3230,16171,2.0,3,9,2520,710,2001,2640,8517,47.3183,-122.253,3
115,740500.0,3,3.5,0,4380,6350,2.0,3,8,2780,1600,1900,1830,6350,47.6981,-122.368,2
116,518500.0,3,3.5,0,1590,1102,3.0,3,8,1590,0,2010,1620,3166,47.6824,-122.347,1
117,205425.0,2,1.0,0,880,6780,1.0,4,6,880,0,1945,1190,6780,47.5009,-122.248,0
118,171800.0,4,2.0,0,1570,9600,1.0,3,6,1570,0,1950,1880,9000,47.4965,-122.303,0
119,535000.0,4,1.0,0,1610,2982,1.5,4,7,1610,0,1925,1610,4040,47.587,-122.294,0
120,660000.0,3,2.5,2,2400,6474,1.0,3,8,1560,840,1964,2340,10856,47.7728,-122.386,2
121,391500.0,3,2.0,0,1450,9132,1.0,3,7,1450,0,1987,1580,9104,47.7288,-122.226,0
122,395000.0,2,1.0,0,770,6000,1.0,3,6,770,0,1953,1710,6000,47.6999,-122.364,0
123,445000.0,4,1.75,0,2100,4400,1.5,5,7,1720,380,1924,1850,4400,47.5299,-122.266,2
124,770000.0,3,2.25,0,2910,10204,2.0,3,9,2910,0,1990,2700,13992,47.6897,-122.098,1
125,1450000.0,4,2.75,0,2750,17789,1.5,3,8,1980,770,1914,3060,11275,47.6141,-122.212,2
126,445000.0,3,2.25,2,2100,8201,1.0,3,8,1620,480,1967,2660,8712,47.5091,-122.244,2
127,260000.0,4,2.25,0,2160,8811,1.0,3,8,1360,800,1978,2090,8400,47.3129,-122.39,2
128,822500.0,5,3.5,0,2320,4960,2.0,5,7,1720,600,1926,1700,4960,47.6763,-122.352,2
129,430000.0,4,2.5,0,2070,4310,2.0,3,7,2070,0,2004,1970,3748,47.5319,-121.85,1
130,212000.0,3,1.75,0,1060,7875,1.0,4,7,1060,0,1986,1420,7680,47.2761,-122.152,0
131,660500.0,4,2.25,0,2010,9603,1.0,3,8,1440,570,1986,2060,9793,47.5343,-122.054,1
132,784000.0,3,3.5,0,3950,111078,1.5,3,9,2460,1490,1989,2480,88500,47.697,-122.072,3
133,453246.0,3,2.5,0,2010,2287,2.0,3,8,1390,620,2014,1690,1662,47.5517,-121.998,1
134,675000.0,4,3.5,0,2140,2278,3.0,3,9,2140,0,2005,1540,2285,47.6734,-122.38,1
135,199000.0,3,1.75,0,1320,17390,1.0,4,7,1320,0,1956,1550,19265,47.3257,-122.296,0
136,220000.0,4,1.75,0,2020,7840,1.0,3,7,1010,1010,1968,1750,8140,47.3309,-122.299,2
137,452000.0,4,2.25,0,2590,10002,1.0,4,8,1340,1250,1968,1550,10436,47.7689,-122.266,2
138,382500.0,2,1.0,0,1190,4440,1.0,3,6,1190,0,1981,1060,5715,47.7135,-122.287,0
139,519950.0,3,2.25,0,1170,1249,3.0,3,8,1170,0,2014,1350,1310,47.6722,-122.381,1
140,665000.0,2,1.0,0,1110,3200,1.0,3,7,1110,0,1925,1170,3600,47.6338,-122.358,0
141,527700.0,5,2.5,0,2820,9375,1.0,4,8,1550,1270,1968,2820,9375,47.5707,-122.128,2
142,205000.0,3,1.0,0,1610,8579,1.0,4,7,1010,600,1962,1610,8579,47.4563,-122.171,0
143,420000.0,3,1.0,0,1060,8097,1.0,4,7,940,120,1923,1560,7940,47.7144,-122.351,0
144,500000.0,4,2.25,0,2030,8517,1.0,4,8,1380,650,1961,2230,8824,47.5495,-122.174,2
145,921500.0,4,2.5,0,3670,315374,2.0,4,9,3670,0,1994,2840,87991,47.7421,-122.026,3
146,890000.0,4,1.0,0,2550,4000,2.0,3,8,2370,180,1905,2200,4000,47.6354,-122.353,2
147,430000.0,2,2.5,0,2420,60984,2.0,3,7,2420,0,2007,1940,193842,47.5262,-121.943,1
148,258000.0,5,2.0,0,2260,12500,1.0,4,8,1130,1130,1960,1360,18000,47.3887,-122.286,2
149,511000.0,3,1.0,0,1430,3455,1.0,3,7,980,450,1947,1450,4599,47.6873,-122.336,0
150,532170.0,3,2.0,0,1360,3090,2.0,3,8,1360,0,1990,1500,3090,47.6838,-122.353,1
151,560000.0,3,1.0,0,1110,5000,1.5,3,7,1110,0,1947,1420,5000,47.655,-122.359,0
152,282950.0,3,1.0,0,1250,8200,1.0,4,7,1250,0,1954,1680,8633,47.3255,-122.304,0
153,2250000.0,4,3.25,3,5180,19850,2.0,3,12,3540,1640,2006,3160,9750,47.562,-122.162,3
154,350000.0,1,1.0,0,700,5100,1.0,3,7,700,0,1942,1010,5100,47.679,-122.3,0
155,215000.0,3,1.0,0,1180,7669,1.0,4,7,1180,0,1967,1190,7669,47.4479,-122.176,0
156,650000.0,5,3.5,0,3960,25245,2.0,3,9,2500,1460,1996,2640,13675,47.525,-122.172,3
157,320000.0,4,2.75,0,2640,7500,1.0,3,8,1620,1020,1967,1980,7875,47.3135,-122.369,2
158,247000.0,3,2.0,0,1270,7198,1.5,3,7,1270,0,1916,1160,7198,47.2086,-121.996,0
159,320000.0,4,1.75,0,1760,11180,1.0,4,8,1760,0,1968,1730,11180,47.4715,-122.118,0
160,255000.0,5,2.25,0,2060,8632,1.0,3,7,1030,1030,1962,1010,11680,47.4877,-122.335,2
161,438000.0,3,1.75,0,1780,9660,1.0,3,7,1780,0,1962,1200,9660,47.7171,-122.193,0
162,900000.0,3,2.5,0,3400,16603,2.0,3,10,3400,0,2000,3400,12601,47.6012,-122.023,3
163,441000.0,3,2.75,0,1910,7280,1.0,3,7,1160,750,1979,1710,8152,47.7319,-122.224,2
164,420000.0,3,2.0,0,2020,38332,1.0,4,7,1010,1010,1975,2110,36590,47.4582,-122.023,2
165,370000.0,3,1.75,0,1580,7000,1.0,3,7,1180,400,1976,1640,7500,47.7209,-122.168,0
166,269950.0,2,1.75,0,1340,7250,1.0,5,5,700,640,1949,1830,9750,47.408,-122.327,0
167,807100.0,4,2.5,0,2680,4499,2.0,3,9,2680,0,1999,2920,4500,47.565,-122.125,1
168,653000.0,3,2.5,0,2680,9750,1.0,4,8,1610,1070,1979,2480,8750,47.7028,-122.231,2
169,371500.0,3,2.0,0,1370,8336,1.0,5,7,1370,0,1964,1770,7288,47.7458,-122.331,0
170,284000.0,3,1.75,0,1560,21000,1.0,3,7,1560,0,1954,1070,7920,47.4776,-122.337,0
171,272000.0,3,1.75,0,2160,7140,1.0,4,7,1670,490,1978,1930,7350,47.3026,-122.374,0
172,313000.0,3,1.5,0,1340,7912,1.5,3,7,1340,0,1955,1480,7940,47.7658,-122.339,0
173,917500.0,4,2.5,0,3880,35003,2.0,3,10,2570,1310,1984,3740,35230,47.6477,-122.182,3
174,673000.0,4,2.25,0,2590,8190,2.0,4,8,2590,0,1980,2260,8335,47.5619,-122.125,1
175,425000.0,3,2.5,0,1120,1100,2.0,3,8,820,300,2008,1590,1795,47.6106,-122.31,1
176,399950.0,5,2.75,0,1970,5400,1.0,3,7,1320,650,1986,1280,2150,47.5868,-122.308,2
177,385000.0,3,1.0,0,1220,4800,1.0,3,6,1220,0,1901,1200,4800,47.6101,-122.307,0
178,269950.0,3,1.5,2,1950,7560,1.0,4,7,1320,630,1975,1950,8941,47.1976,-121.999,0
179,330000.0,2,1.0,0,1350,8220,1.0,3,7,1060,290,1949,1540,8280,47.7224,-122.358,0
180,260000.0,3,2.5,0,1670,5797,2.0,3,7,1670,0,1988,1670,6183,47.3505,-122.179,1
181,470000.0,4,3.0,0,2380,5125,1.5,4,7,1680,700,1925,1410,5375,47.5384,-122.376,2
182,589000.0,4,3.0,0,2440,9600,2.0,5,7,2440,0,1961,2290,9600,47.7044,-122.2,1
183,163500.0,2,1.5,0,1050,3419,2.0,3,7,1050,0,1996,1050,3417,47.3848,-122.039,1
184,835000.0,4,2.75,0,3130,13412,2.0,3,9,2140,990,1993,2260,9984,47.6993,-122.102,3
185,1095000.0,5,3.0,2,4090,12850,1.0,4,10,2090,2000,1986,2540,10270,47.6627,-122.188,3
186,269000.0,4,1.75,0,1490,10000,1.0,4,8,1100,390,1969,2190,8910,47.3099,-122.379,2
187,560000.0,3,2.5,0,1900,8744,2.0,3,8,1900,0,1987,2030,8744,47.62,-122.043,1
188,615000.0,4,1.0,0,1330,2400,1.5,4,6,1330,0,1901,1330,4400,47.65,-122.34,0
189,585188.0,3,2.25,0,2230,10026,1.0,3,8,1430,800,1975,2230,9340,47.6647,-122.153,2
190,305000.0,3,1.75,0,1650,9480,1.0,3,7,1220,430,1977,1540,8400,47.726,-122.191,0
191,166950.0,3,1.0,0,1190,8820,1.0,3,6,1190,0,1959,1230,7980,47.4616,-122.184,0
192,799000.0,3,2.5,0,2140,9897,1.0,4,8,2140,0,1959,2680,10083,47.5505,-122.219,2
193,400000.0,3,2.5,0,2180,7508,1.0,4,7,1420,760,1962,1900,7818,47.7606,-122.336,2
194,230000.0,3,1.0,0,1060,10228,1.0,3,7,1060,0,1948,1570,10228,47.7481,-122.3,0
195,256883.0,3,2.5,0,1690,5025,2.0,3,8,1690,0,2003,2550,5001,47.2779,-122.347,1
196,423000.0,4,2.0,0,1970,6480,1.5,5,7,1130,840,1920,1500,6480,47.5511,-122.312,2
197,465000.0,3,2.5,0,2150,4084,2.0,3,8,2150,0,2007,1750,2385,47.5488,-122.372,1
198,440000.0,3,2.5,0,1910,66211,2.0,3,7,1910,0,1997,2330,67268,47.5385,-121.911,1
199,385000.0,3,1.75,0,1350,155073,1.0,4,7,1350,0,1969,1560,50965,47.4058,-121.994,0
200,210000.0,3,1.0,0,860,11725,1.0,4,6,860,0,1943,1300,9514,47.5093,-122.184,0
201,297000.0,3,2.5,0,1940,14952,2.0,3,8,1940,0,1994,2030,10450,47.3777,-122.165,1
202,470000.0,3,1.0,0,1010,5000,1.0,3,7,1010,0,1952,1680,5000,47.675,-122.394,0
203,226500.0,3,1.5,0,1300,7370,1.0,4,7,900,400,1976,1430,7500,47.3025,-122.37,0
204,274250.0,3,1.0,0,910,8450,1.0,4,6,910,0,1962,1400,8040,47.4787,-122.158,0
205,840000.0,4,1.75,0,2480,11010,1.0,4,9,1630,850,1966,2770,10744,47.5378,-122.219,2
206,677900.0,3,2.5,0,2440,4587,2.0,3,8,2440,0,2010,2750,4587,47.7073,-122.114,1
207,425000.0,3,1.0,0,1010,5864,1.0,3,7,1010,0,1915,1290,5000,47.5733,-122.381,0
208,180250.0,2,0.75,0,900,9600,1.0,3,6,900,0,1941,1250,14280,47.4604,-122.339,0
209,464000.0,6,3.0,0,2300,3404,2.0,3,7,1600,700,1920,1560,1312,47.7067,-122.343,2
210,320000.0,4,2.25,0,1550,7579,2.0,3,8,1550,0,1993,1630,6397,47.354,-122.047,1
211,625504.0,3,2.25,0,1270,1566,2.0,3,8,1060,210,2014,1160,1327,47.6647,-122.284,1
212,592500.0,4,2.5,0,2240,12032,1.0,3,9,2240,0,1983,2520,12368,47.6143,-122.017,1
213,465000.0,3,2.5,0,2714,17936,2.0,3,9,2714,0,2005,2590,18386,47.3185,-122.275,1
214,477000.0,4,2.75,0,1720,6270,2.0,3,8,1720,0,1978,2130,8700,47.5458,-122.268,1
215,280000.0,2,1.0,0,850,16400,1.0,3,6,850,0,1923,1100,14459,47.4889,-122.299,0
216,1505000.0,5,3.0,3,3300,33474,1.0,3,9,1870,1430,1957,3836,20953,47.5673,-122.21,3
217,445838.0,3,2.5,0,2250,5692,2.0,3,8,2250,0,2000,1320,5390,47.5133,-122.379,1
218,1072000.0,2,2.25,3,3900,14864,1.0,3,8,1950,1950,1947,2580,5184,47.5884,-122.291,2
219,467000.0,2,1.5,0,1320,10800,1.0,4,8,1320,0,1947,2120,12040,47.7145,-122.367,0
220,686000.0,4,2.5,0,2760,6440,2.0,3,10,2760,0,1999,3070,8127,47.5836,-122.026,1
221,279950.0,3,2.0,0,1750,9750,1.0,3,7,1350,400,1961,1900,10125,47.398,-122.299,0
222,527000.0,4,2.25,0,2330,19436,2.0,3,8,2330,0,1987,1910,10055,47.7663,-122.215,1
223,325000.0,3,2.25,0,2220,16020,1.0,4,8,1780,440,1966,2080,9583,47.3758,-122.217,2
224,328000.0,3,2.25,0,2020,8379,2.0,3,7,2020,0,1994,2020,8031,47.3828,-122.023,1
225,390000.0,3,2.25,0,1250,7500,1.0,5,7,1250,0,1942,1280,7392,47.5123,-122.373,0
226,479950.0,2,2.0,0,1510,6516,1.0,3,8,1510,0,2005,1640,6009,47.7076,-122.013,1
227,264950.0,4,2.25,0,1720,9753,1.0,4,7,1120,600,1978,1510,9753,47.2922,-122.371,2
228,235000.0,3,1.0,0,1430,15246,1.0,4,7,980,450,1961,1960,13068,47.4075,-122.214,0
229,516500.0,3,2.5,0,1480,4729,2.0,3,7,1480,0,2004,2250,4729,47.6794,-122.034,1
230,655000.0,2,1.75,4,1450,15798,2.0,3,7,1230,220,1915,2030,13193,47.4497,-122.375,0
231,500000.0,4,2.75,0,2280,15347,1.0,5,7,2280,0,1960,2280,15347,47.5218,-122.164,2
232,315000.0,6,2.75,0,2940,7350,1.0,3,8,1780,1160,1978,2120,8236,47.3103,-122.339,2
233,213000.0,2,1.0,0,1000,10200,1.0,3,6,1000,0,1961,1150,13702,47.5687,-121.899,0
234,475000.0,3,1.5,0,2480,5280,1.5,5,7,1620,860,1947,2090,4800,47.5575,-122.303,2
235,1025000.0,5,4.0,0,3760,28040,2.0,3,10,3760,0,1983,3430,35096,47.6489,-122.183,3
236,416000.0,3,2.0,0,2220,94300,1.0,5,7,1640,580,1976,2070,80100,47.3459,-121.95,2
237,410000.0,4,1.0,0,1970,4740,1.5,3,7,1670,300,1904,1510,4740,47.6136,-122.303,0
238,800000.0,3,3.5,0,3830,221284,2.0,3,10,3530,300,1993,2920,148539,47.7641,-122.023,3
239,472000.0,6,2.5,2,4410,14034,1.0,4,9,2350,2060,1965,2600,13988,47.3376,-122.324,2
240,225000.0,3,1.75,0,1430,8505,1.0,4,7,1430,0,1968,1190,8640,47.3173,-122.319,0
241,210000.0,2,1.0,0,830,6000,1.0,3,6,830,0,1940,830,4960,47.5308,-122.376,0
242,455000.0,2,1.0,0,1430,5000,1.5,2,7,1430,0,1925,1450,3750,47.6727,-122.299,0
243,225000.0,3,1.0,0,1300,8316,1.0,4,6,1300,0,1954,1260,8316,47.3221,-122.216,0
244,480000.0,2,1.0,2,1030,3060,1.0,4,7,790,240,1918,1390,3060,47.6779,-122.353,0
245,363000.0,3,2.5,0,2740,11872,2.0,3,9,2740,0,1990,2570,10377,47.3076,-122.395,1
246,2400000.0,4,2.5,4,3650,8354,1.0,3,9,1830,1820,2000,3120,18841,47.6338,-122.072,3
247,181000.0,2,1.5,0,720,5120,1.0,3,6,720,0,1954,1150,2566,47.5218,-122.357,0
248,250000.0,4,2.0,0,2010,7312,1.0,4,7,2010,0,1976,2010,7650,47.2785,-122.213,0
249,481000.0,3,1.75,0,1560,3000,1.0,4,6,770,790,1918,1390,3000,47.6846,-122.345,0
250,260000.0,3,2.0,0,1810,7209,1.0,4,7,1240,570,1978,1750,7209,47.3656,-122.278,0
251,455000.0,4,2.5,0,3360,7685,2.0,3,9,3360,0,2001,3060,6567,47.4369,-122.111,1
